ident;type;name;elevation_ft;continent;iso_country;iso_region;municipality;gps_code;local_code;coordinates
BR-1017;heliport;Berrini One Helipad;2831.0;SA;BR;BR-SP;São Paulo;SITO;SP0554;-23.598166, -46.690414
BR-1018;small_airport;Fazenda Tamboril Airport;676.0;SA;BR;BR-GO;Bom Jesus de Goiás;SITR;GO0056;-18.099409, -49.737029
BR-1019;small_airport;Fazenda Serra Dourada Airport;1070.0;SA;BR;BR-MS;Coxim;SITV;MS0131;-18.545033, -54.459412
BR-1020;heliport;ITC Central Park I Helipad;338.0;SA;BR;BR-CE;Fortaleza;SITZ;CE0039;-3.739282, -38.473306
BR-1021;small_airport;Águas Claras Airport;118.0;SA;BR;BR-RS;Viamão;SIUA;RS0068;-30.119814, -50.853653
BR-1022;small_airport;Fazenda Uberaba Airport;538.0;SA;BR;BR-MT;Cáceres;SIUB;MT0133;-17.275318, -57.896871
BR-1023;small_airport;Fazenda Campo Grande Airport;2602.0;SA;BR;BR-MG;lagoas;SIUC;MG0111;-15.178814, -45.224285
BR-1024;heliport;The One Office Tower Helipad.;2260.0;SA;BR;BR-SP;São José dos Campos;SIUJ;SP0559;-23.220002, -45.91059
BR-1025;heliport;Cruz Heliport;75.0;SA;BR;BR-BA;Lauro de Freitas;SIUK;BA0195;-12.85718, -38.316961
BR-1026;small_airport;KL Aviação Agrícola Airport;125.0;SA;BR;BR-RS;Camaquã;SIUL;RS0069;-30.858956, -51.77373
BR-1027;heliport;Helicentro Porto Itaguaí Heliport;33.0;SA;BR;BR-RJ;Itaguaí;SIUN;RJ0091;-22.891038, -43.843629
